"Timestamp","Student's ID","Gender","Bac II's Overall Grade","Bac II Mathematics Grade","Department","Do you have difficulties engaging in your online classes during this Covid-19 outbreak?","What kind of difficulties do you commonly have during this period?","I gather with friends to study mathematics as a group.","I seek advice or explanation from my friends, seniors or those who know more about mathematics problems outside formal class hours.","I try to start my homework immediately after math class.","I have a specific time to study mathematics.","I am careful to keep up-to-date with math homework.","I study math eight to ten hours a week besides classroom hours.","I attend math tutor sessions regularly.","I read my math textbook before coming to class.","If I have trouble understanding the text, I find an alternate text or books.","I take notes during my mathematics classes.","I am careful to copy all the steps of math problems in my notes.","I ask questions when I am confused.","I go to the instructor or tutor center when I am confused.","I try to determine exactly when I got confused and exactly what confused me.","I review my notes and text before beginning the homework.","I work problems until I understand them, not just until I get the answers listed in the back of the book.","I develop memory techniques to remember math concepts.","Sought advice from academic staff including lecturers and/or consulting adviser (via Telegram or during online classes...)","Made a class or online presentation on your assigned work.","Worked hard to master difficult contents or lessons in your classes.","Used library resources on campus or online to do your work or expand your horizons.","Worked on an assignment (TD/TP) that required integrating ideas or information from various sources.","Worked with other students on teamwork/projects during class.","Worked with other students outside class to prepare assignments (either during online classes or personal hours).","Used an online learning system to discuss or complete an assignment.","Discussed your grades or assignments with lecturers.","Talked about your career plans or choosing department or majors with friends, seniors, lecturers or advisors.","Discussed ideas from your readings or classes with lecturers outside class.","Received prompt written or oral feedback from lecturers on your academic performance.","Worked harder than you thought you could to meet your lecturers’ standards or expectations.","Discussed ideas from your readings or classes with others outside class (e.g. friends, seniors, lecturers etc.)","I always prepare myself well for my math classes, tests and quizzes.","I often motivate myself to get a good score in math.","I always pay full attention during my math classes.","Mathematics is important for my study and future career.","I feel confident in my abilities to solve mathematics problems.","I can understand my math teacher’s explanation easily.","I spend lots of time to practice mathematics or work on assignments.","I would prefer to write a math assignment than write an essay.","I believe studying of math helps me with problem solving in other subjects.","I like to solve new problems in mathematics.","I am happier in a math class than in any other classes.","It would not bother me at all to take more math courses.","I have usually been at ease during math test.","I have usually been at ease during math course.","I often feel tense and bored in my mathematics class.","I always feel nervous in quizzes or exams of math.","I don’t like working on the homework given by my mathematics teacher.","I am not eager to participate in discussions that involve mathematics.","I get a sinking feeling when I think of trying hard math problems.","My mind goes blank and I am unable to think clearly when working mathematics.","Mathematics makes me feel uneasy and confused.","I feel more nervous and anxious than usual.","I feel afraid for no reason at all.","I get upset easily or feel panicky.","I feel like I’m falling apart and going to pieces.","I feel that everything is all right and nothing bad will happen.","My arms and legs shake and tremble.","I am bothered by headaches neck and back pain.","I feel weak and get tired easily."," I feel calm and can sit still easily.","I can feel my heart beating fast.","I am bothered by dizzy spells.","I have fainting spells or feel like it.","I can breathe in and out easily.","I get numbness and tingling in my fingers and toes.","I am bothered by stomach aches or indigestion.","I have to empty my bladder often.","My hands are usually dry and warm.","My face gets hot and blushes.","I fall asleep easily and get a good night’s rest.","I have nightmares.","Semester 1: Calculus II","Semester 1: Probability and Statistics","Semester 1: Differential Equation","Annual Score"
"2021/08/19 9:13:16 PM GMT+7","e20190204","Male","A","A","GCI","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive","Sometimes","Rarely","Sometimes","Always","Always","Sometimes","Sometimes","Rarely","Sometimes","Always","Sometimes","Sometimes","Rarely","Always","Sometimes","Sometimes","Always","Often","Sometimes","Often","Often","Often","Very Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Some of the time","Good part of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Good part of the time","Some of the time","95","93.65","87.3","81.53"
"2021/08/19 9:43:35 PM GMT+7","e20190360","Male","B","A","GIM","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...)","Sometimes","Sometimes","Always","Sometimes","Always","Sometimes","Sometimes","Sometimes","Always","Always","Always","Rarely","Almost Never","Always","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Never","Often","Very Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Neutral","Agree","Agree","Strongly Agree","Disagree","Neutral","Neutral","Disagree","Strongly Agree","Agree","Agree","Neutral","Disagree","Neutral","Disagree","Neutral","Disagree","Neutral","Disagree","Neutral","Agree","Some of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","75.78","41.5","67.95","71.37"
"2021/08/19 10:54:33 PM GMT+7","e20190084","Male","B","B","OAC","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Always","Sometimes","Rarely","Always","Always","Always","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Very Often","Sometimes","Often","Sometimes","Often","Often","Sometimes","Often","Never","Sometimes","Sometimes","Often","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Neutral","Neutral","Agree","Disagree","Agree","Neutral","Neutral","Disagree","Strongly Disagree","Disagree","A little of the time","A little of the time","A little of the time","A little of the time","Most of the time","A little of the time","Some of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","A little of the time","95.6","94","100","86.85"
"2021/08/20 6:20:58 AM GMT+7","e20191106","Male","C","C","GIM","No","Distraction (home environment, surrounding, people ...)","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Rarely","Almost Never","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Agree","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Agree","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","A little of the time","50","50","40","60"
"2021/08/20 5:18:43 PM GMT+7","e20190033","Male","C","B","GEE","No","Distraction (home environment, surrounding, people ...);Self motivation","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Rarely","Always","Sometimes","Always","Rarely","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Never","Often","Often","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Neutral","Agree","Agree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Disagree","Agree","Disagree","Strongly Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Most of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Some of the time","Good part of the time","Most of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Most of the time","Some of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Most of the time","A little of the time","75 (im not quite sure about the actual score)","70 (not sure)","70 (not sure either)","75"
"2021/08/20 9:48:58 PM GMT+7","e20190916","Male","B","B","GCI","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...);Self motivation","Almost Never","Sometimes","Sometimes","Always","Always","Always","Always","Sometimes","Sometimes","Always","Always","Always","Sometimes","Always","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Often","Sometimes","Often","Never","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Most of the time","A little of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","More than 80","More than 70","More than 80","More than 70"
"2021/08/20 11:12:26 PM GMT+7","e20190768","Female","E","E","TR","Yes","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate)","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Almost Never","Sometimes","Almost Never","Almost Never","Sometimes","Sometimes","Sometimes","Sometimes","Almost Never","Sometimes","Sometimes","Almost Never","Sometimes","Sometimes","Sometimes","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","70","50","60","57.04"
"2021/08/21 4:30:31 AM GMT+7","e20190470","Male","E","E","GIM","Yes","Self motivation","Rarely","Rarely","Almost Never","Rarely","Sometimes","Never Even Thought of","Always","Almost Never","Almost Never","Sometimes","Sometimes","Sometimes","Sometimes","Almost Never","Almost Never","Never Even Thought of","Never Even Thought of","Very Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Never","Sometimes","Often","Often","Often","Often","Sometimes","Sometimes","Neutral","Disagree","Neutral","Strongly Agree","Agree","Agree","Disagree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Neutral","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","Some of the time","Good part of the time","A little of the time","Most of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","75","33.19","49.64","63.09"
"2021/08/21 10:23:36 PM GMT+7","e20190032","Male","C","C","GRU","Yes","Low internet speed (cannot hear/see well, ...)","Almost Never","Always","Always","Always","Always","Always","Always","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Never","Often","Very Often","Sometimes","Often","Never","Sometimes","Sometimes","Never","Often","Sometimes","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Disagree","Strongly Agree","Disagree","Strongly Disagree","Agree","Neutral","Neutral","Good part of the time","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","Good part of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","A little of the time","40","60","60","110. 80.68"
"2021/08/23 7:23:50 AM GMT+7","e20191025","Male","A","A","GCI","Yes","Online class is not interactive","Rarely","Sometimes","Sometimes","Always","Always","Always","Always","Sometimes","Sometimes","Rarely","Rarely","Always","Always","Always","Sometimes","Always","Always","Sometimes","Sometimes","Often","Sometimes","Very Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Some of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","99.5","100","86.99","92.31"
"2021/08/23 1:12:00 PM GMT+7","e20190643","Male","C","A","GEE","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Adapt to online learning approach;Devices use in online learning (inadequate);Distraction (home environment, surrounding, people ...);Self motivation","Rarely","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Rarely","Rarely","Almost Never","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Very Often","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Often","Often","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Some of the time","Good part of the time","A little of the time","Good part of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","Good part of the time","Most of the time","Most of the time","Some of the time","Most of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","97.6","85.34","90.5","Rank 10"
"2021/08/24 10:37:48 AM GMT+7","e20191171","Male","B","A","OAC","Yes","Devices use in online learning (inadequate)","Sometimes","Sometimes","Sometimes","Sometimes","Never Even Thought of","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Often","Sometimes","Often","Sometimes","Often","Often","Often","Sometimes","Often","Agree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","10","10","20","51.09"
"2021/08/24 2:19:31 PM GMT+7","e20191028","Male","C","C","CCI","Yes","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate);Distraction (home environment, surrounding, people ...)","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Always","Sometimes","Always","Sometimes","Rarely","Rarely","Almost Never","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Never","Often","Sometimes","Often","Sometimes","Very Often","Very Often","Never","Often","Never","Sometimes","Sometimes","Sometimes","Agree","Agree","Agree","Strongly Agree","Neutral","Disagree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Agree","Strongly Agree","Good part of the time","Good part of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","70.56","58.04","59.33","56.59"
